Disease Name,Bad Ingredients,Safe Nutrients,Bad Nutrients,Bad Nutrients Safe Limits (mg/g)
Atherosclerosis - Stage 2,"red meat, fried food, sugar","Potassium, Antioxidants","Carbohydrates, Alcohol, Sugar","Carbohydrates: 100 g, Alcohol: 100 g, Sugar: 36 g"
Metabolic Syndrome - Stage 3,"red meat, fried food, sugar","Vitamin C, Magnesium, Omega-3","Sugar, Calories","Sugar: 36 g, Calories: 800 kcal"
GERD - Stage 2,"red meat, fried food, sugar",Potassium,"Sodium, Cholesterol, Fat","Sodium: 2300 mg, Cholesterol: 300 mg, Fat: 100 g"
Migraine,"red meat, fried food, sugar",Vitamin C,Saturated Fat,Saturated Fat: 20 g
Atherosclerosis - Stage 1,"red meat, fried food, sugar",Antioxidants,"Sodium, Alcohol","Sodium: 2300 mg, Alcohol: 100 g"
Atherosclerosis - Stage 3,"red meat, fried food, sugar","Antioxidants, Omega-3, Potassium",Caffeine,Caffeine: 100 mg
Hypothyroidism,"red meat, fried food, sugar","Magnesium, Antioxidants","Calories, Alcohol, Saturated Fat","Calories: 800 kcal, Alcohol: 100 g, Saturated Fat: 20 g"
Migraine - Stage 2,"red meat, fried food, sugar","Omega-3, Potassium, Antioxidants","Fat, Alcohol","Fat: 100 g, Alcohol: 100 g"
Fatty Liver Disease - Stage 2,"alcohol, fried foods, red meat","Potassium, Omega-3","Cholesterol, Saturated Fat","Cholesterol: 300 mg, Saturated Fat: 20 g"
Prediabetes,"sugar, white rice, soda, sweets","Fiber, Vitamin C, Antioxidants",Sugar,Sugar: 36 g
Migraine,"red meat, fried food, sugar","Vitamin C, Omega-3","Carbohydrates, Fat","Carbohydrates: 100 g, Fat: 100 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Vitamin C, Fiber, Magnesium","Alcohol, Cholesterol, Caffeine, Sugar","Alcohol: 100 g, Cholesterol: 300 mg, Caffeine: 100 mg, Sugar: 36 g"
Celiac Disease - Stage 1,"wheat, barley, rye","Antioxidants, Vitamin C","Fat, Sodium, Carbohydrates, Saturated Fat","Fat: 100 g, Sodium: 2300 mg, Carbohydrates: 100 g, Saturated Fat: 20 g"
Hypothyroidism - Stage 3,"red meat, fried food, sugar","Magnesium, Fiber",Carbohydrates,Carbohydrates: 100 g
Sleep Apnea - Stage 1,"red meat, fried food, sugar","Antioxidants, Vitamin C, Omega-3","Caffeine, Alcohol, Carbohydrates, Sodium","Caffeine: 100 mg, Alcohol: 100 g, Carbohydrates: 100 g, Sodium: 2300 mg"
Atherosclerosis - Stage 2,"red meat, fried food, sugar",Fiber,"Caffeine, Sugar","Caffeine: 100 mg, Sugar: 36 g"
Gout,"mutton, chicken, alcohol, organ meats","Omega-3, Potassium, Antioxidants",Cholesterol,Cholesterol: 300 mg
Celiac Disease - Stage 2,"wheat, barley, rye","Magnesium, Potassium",Fat,Fat: 100 g
Coronary Artery Disease - Stage 1,"trans fats, red meat, sugary foods",Omega-3,"Cholesterol, Fat, Saturated Fat","Cholesterol: 300 mg, Fat: 100 g, Saturated Fat: 20 g"
Hyperlipidemia,"red meat, fried food, sugar","Omega-3, Magnesium, Potassium",Caffeine,Caffeine: 100 mg
Atherosclerosis,"red meat, fried food, sugar",Fiber,"Calories, Sugar, Cholesterol, Saturated Fat","Calories: 800 kcal, Sugar: 36 g, Cholesterol: 300 mg, Saturated Fat: 20 g"
Hypertension - Stage 3,"salt, pickles, canned soup, bacon","Fiber, Magnesium, Omega-3","Sodium, Calories","Sodium: 2300 mg, Calories: 800 kcal"
Liver Cirrhosis,"alcohol, fried foods, red meat","Fiber, Vitamin C, Potassium","Sugar, Alcohol, Carbohydrates","Sugar: 36 g, Alcohol: 100 g, Carbohydrates: 100 g"
Liver Cirrhosis - Stage 3,"alcohol, fried foods, red meat","Antioxidants, Magnesium, Omega-3","Caffeine, Sugar, Saturated Fat","Caffeine: 100 mg, Sugar: 36 g, Saturated Fat: 20 g"
Coronary Artery Disease - Stage 1,"trans fats, red meat, sugary foods",Antioxidants,"Alcohol, Saturated Fat, Sugar","Alcohol: 100 g, Saturated Fat: 20 g, Sugar: 36 g"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Omega-3, Potassium","Carbohydrates, Sugar, Calories","Carbohydrates: 100 g, Sugar: 36 g, Calories: 800 kcal"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Omega-3, Potassium, Antioxidants","Caffeine, Alcohol","Caffeine: 100 mg, Alcohol: 100 g"
GERD - Stage 2,"red meat, fried food, sugar",Fiber,"Sodium, Sugar, Carbohydrates","Sodium: 2300 mg, Sugar: 36 g, Carbohydrates: 100 g"
Polycystic Ovary Syndrome - Stage 1,"red meat, fried food, sugar",Magnesium,Cholesterol,Cholesterol: 300 mg
Coronary Artery Disease,"trans fats, red meat, sugary foods","Potassium, Fiber, Vitamin C","Alcohol, Fat, Caffeine","Alcohol: 100 g, Fat: 100 g, Caffeine: 100 mg"
Celiac Disease,"wheat, barley, rye",Antioxidants,"Alcohol, Sodium","Alcohol: 100 g, Sodium: 2300 mg"
Metabolic Syndrome - Stage 2,"red meat, fried food, sugar","Potassium, Magnesium, Antioxidants","Alcohol, Saturated Fat, Cholesterol","Alcohol: 100 g, Saturated Fat: 20 g, Cholesterol: 300 mg"
Hypertension,"salt, pickles, canned soup, bacon",Magnesium,"Calories, Sugar, Fat","Calories: 800 kcal, Sugar: 36 g, Fat: 100 g"
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets","Potassium, Antioxidants, Fiber","Fat, Cholesterol","Fat: 100 g, Cholesterol: 300 mg"
Celiac Disease,"wheat, barley, rye",Vitamin C,"Cholesterol, Carbohydrates, Caffeine","Cholesterol: 300 mg, Carbohydrates: 100 g, Caffeine: 100 mg"
Heart Failure,"trans fats, red meat, sugary foods","Magnesium, Omega-3","Caffeine, Saturated Fat, Alcohol","Caffeine: 100 mg, Saturated Fat: 20 g, Alcohol: 100 g"
Atherosclerosis,"red meat, fried food, sugar","Potassium, Vitamin C, Antioxidants","Caffeine, Alcohol, Calories, Carbohydrates","Caffeine: 100 mg, Alcohol: 100 g, Calories: 800 kcal, Carbohydrates: 100 g"
Migraine - Stage 1,"red meat, fried food, sugar","Vitamin C, Antioxidants, Magnesium",Sodium,Sodium: 2300 mg
Polycystic Ovary Syndrome - Stage 3,"red meat, fried food, sugar",Fiber,"Calories, Sugar","Calories: 800 kcal, Sugar: 36 g"
Migraine,"red meat, fried food, sugar",Omega-3,"Saturated Fat, Cholesterol","Saturated Fat: 20 g, Cholesterol: 300 mg"
Liver Cirrhosis - Stage 2,"alcohol, fried foods, red meat","Vitamin C, Magnesium, Fiber","Sugar, Alcohol, Sodium","Sugar: 36 g, Alcohol: 100 g, Sodium: 2300 mg"
Irritable Bowel Syndrome,"red meat, fried food, sugar",Omega-3,"Calories, Alcohol","Calories: 800 kcal, Alcohol: 100 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods",Magnesium,"Alcohol, Sugar, Calories, Carbohydrates","Alcohol: 100 g, Sugar: 36 g, Calories: 800 kcal, Carbohydrates: 100 g"
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets","Magnesium, Vitamin C","Alcohol, Sodium, Cholesterol, Fat","Alcohol: 100 g, Sodium: 2300 mg, Cholesterol: 300 mg, Fat: 100 g"
Atherosclerosis,"red meat, fried food, sugar",Vitamin C,"Sugar, Sodium, Carbohydrates","Sugar: 36 g, Sodium: 2300 mg, Carbohydrates: 100 g"
Hypothyroidism,"red meat, fried food, sugar",Magnesium,"Fat, Sugar, Sodium","Fat: 100 g, Sugar: 36 g, Sodium: 2300 mg"
Chronic Kidney Disease - Stage 2,"red meat, sodium, potassium-rich foods","Vitamin C, Antioxidants, Fiber",Cholesterol,Cholesterol: 300 mg
Sleep Apnea - Stage 2,"red meat, fried food, sugar","Fiber, Omega-3, Magnesium","Caffeine, Sugar, Fat","Caffeine: 100 mg, Sugar: 36 g, Fat: 100 g"
Metabolic Syndrome,"red meat, fried food, sugar",Magnesium,"Fat, Calories, Saturated Fat, Cholesterol","Fat: 100 g, Calories: 800 kcal, Saturated Fat: 20 g, Cholesterol: 300 mg"
Migraine - Stage 2,"red meat, fried food, sugar","Omega-3, Fiber, Magnesium","Sugar, Cholesterol","Sugar: 36 g, Cholesterol: 300 mg"
Hyperlipidemia - Stage 2,"red meat, fried food, sugar","Omega-3, Antioxidants",Carbohydrates,Carbohydrates: 100 g
Obesity - Stage 1,"junk food, soda, sweets, fried items","Antioxidants, Fiber, Vitamin C","Alcohol, Caffeine","Alcohol: 100 g, Caffeine: 100 mg"
Fatty Liver Disease - Stage 3,"alcohol, fried foods, red meat",Potassium,"Sodium, Sugar","Sodium: 2300 mg, Sugar: 36 g"
Obesity - Stage 3,"junk food, soda, sweets, fried items","Fiber, Vitamin C",Saturated Fat,Saturated Fat: 20 g
Chronic Kidney Disease - Stage 3,"red meat, sodium, potassium-rich foods","Potassium, Antioxidants","Calories, Fat","Calories: 800 kcal, Fat: 100 g"
Sleep Apnea - Stage 1,"red meat, fried food, sugar","Fiber, Omega-3, Magnesium","Calories, Fat, Sugar, Cholesterol","Calories: 800 kcal, Fat: 100 g, Sugar: 36 g, Cholesterol: 300 mg"
Liver Cirrhosis - Stage 1,"alcohol, fried foods, red meat",Fiber,"Alcohol, Fat, Caffeine","Alcohol: 100 g, Fat: 100 g, Caffeine: 100 mg"
Hypertension,"salt, pickles, canned soup, bacon",Magnesium,"Caffeine, Saturated Fat, Fat","Caffeine: 100 mg, Saturated Fat: 20 g, Fat: 100 g"
Prediabetes,"sugar, white rice, soda, sweets","Vitamin C, Potassium, Antioxidants","Sodium, Fat, Cholesterol","Sodium: 2300 mg, Fat: 100 g, Cholesterol: 300 mg"
Hypertension,"salt, pickles, canned soup, bacon",Omega-3,"Saturated Fat, Cholesterol, Alcohol","Saturated Fat: 20 g, Cholesterol: 300 mg, Alcohol: 100 g"
Fatty Liver Disease,"alcohol, fried foods, red meat",Potassium,"Fat, Cholesterol, Carbohydrates","Fat: 100 g, Cholesterol: 300 mg, Carbohydrates: 100 g"
Metabolic Syndrome,"red meat, fried food, sugar","Vitamin C, Antioxidants, Omega-3","Saturated Fat, Sodium","Saturated Fat: 20 g, Sodium: 2300 mg"
Obesity,"junk food, soda, sweets, fried items",Omega-3,Sodium,Sodium: 2300 mg
Hypothyroidism - Stage 2,"red meat, fried food, sugar","Potassium, Omega-3, Magnesium",Calories,Calories: 800 kcal
Heart Failure,"trans fats, red meat, sugary foods","Fiber, Omega-3, Magnesium",Carbohydrates,Carbohydrates: 100 g
Obesity - Stage 3,"junk food, soda, sweets, fried items","Antioxidants, Potassium","Calories, Caffeine, Cholesterol","Calories: 800 kcal, Caffeine: 100 mg, Cholesterol: 300 mg"
Hypertension,"salt, pickles, canned soup, bacon",Fiber,"Sodium, Saturated Fat","Sodium: 2300 mg, Saturated Fat: 20 g"
Atherosclerosis - Stage 2,"red meat, fried food, sugar","Fiber, Magnesium, Potassium","Carbohydrates, Cholesterol, Sodium, Caffeine","Carbohydrates: 100 g, Cholesterol: 300 mg, Sodium: 2300 mg, Caffeine: 100 mg"
GERD - Stage 2,"red meat, fried food, sugar",Magnesium,"Saturated Fat, Caffeine, Sugar, Calories","Saturated Fat: 20 g, Caffeine: 100 mg, Sugar: 36 g, Calories: 800 kcal"
Atherosclerosis - Stage 1,"red meat, fried food, sugar",Antioxidants,"Sodium, Cholesterol","Sodium: 2300 mg, Cholesterol: 300 mg"
Coronary Artery Disease - Stage 2,"trans fats, red meat, sugary foods","Vitamin C, Magnesium, Fiber","Caffeine, Sugar, Alcohol","Caffeine: 100 mg, Sugar: 36 g, Alcohol: 100 g"
Hyperlipidemia - Stage 2,"red meat, fried food, sugar",Vitamin C,Fat,Fat: 100 g
Atherosclerosis,"red meat, fried food, sugar","Magnesium, Potassium","Calories, Saturated Fat, Sugar, Caffeine","Calories: 800 kcal, Saturated Fat: 20 g, Sugar: 36 g, Caffeine: 100 mg"
Celiac Disease,"wheat, barley, rye","Antioxidants, Vitamin C, Magnesium",Carbohydrates,Carbohydrates: 100 g
Type 2 Diabetes,"sugar, white rice, soda, sweets","Magnesium, Potassium","Cholesterol, Saturated Fat","Cholesterol: 300 mg, Saturated Fat: 20 g"
Coronary Artery Disease - Stage 3,"trans fats, red meat, sugary foods","Antioxidants, Omega-3, Fiber","Sodium, Calories, Caffeine, Alcohol","Sodium: 2300 mg, Calories: 800 kcal, Caffeine: 100 mg, Alcohol: 100 g"
Hypertension,"salt, pickles, canned soup, bacon","Omega-3, Magnesium","Carbohydrates, Saturated Fat, Sugar, Alcohol","Carbohydrates: 100 g, Saturated Fat: 20 g, Sugar: 36 g, Alcohol: 100 g"
Irritable Bowel Syndrome - Stage 3,"red meat, fried food, sugar","Magnesium, Potassium","Fat, Alcohol, Caffeine, Carbohydrates","Fat: 100 g, Alcohol: 100 g, Caffeine: 100 mg, Carbohydrates: 100 g"
Irritable Bowel Syndrome,"red meat, fried food, sugar","Potassium, Antioxidants, Fiber",Calories,Calories: 800 kcal
Celiac Disease,"wheat, barley, rye",Magnesium,Calories,Calories: 800 kcal
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Omega-3, Potassium","Sugar, Calories","Sugar: 36 g, Calories: 800 kcal"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Magnesium, Antioxidants","Sugar, Fat, Calories","Sugar: 36 g, Fat: 100 g, Calories: 800 kcal"
Irritable Bowel Syndrome,"red meat, fried food, sugar",Omega-3,Caffeine,Caffeine: 100 mg
Celiac Disease,"wheat, barley, rye","Potassium, Antioxidants, Omega-3",Cholesterol,Cholesterol: 300 mg
Fatty Liver Disease - Stage 3,"alcohol, fried foods, red meat","Antioxidants, Magnesium, Potassium",Sugar,Sugar: 36 g
Hypothyroidism - Stage 1,"red meat, fried food, sugar","Magnesium, Fiber, Potassium","Carbohydrates, Cholesterol, Sodium, Calories","Carbohydrates: 100 g, Cholesterol: 300 mg, Sodium: 2300 mg, Calories: 800 kcal"
Prediabetes - Stage 3,"sugar, white rice, soda, sweets","Potassium, Omega-3, Antioxidants","Caffeine, Calories, Fat","Caffeine: 100 mg, Calories: 800 kcal, Fat: 100 g"
Prediabetes,"sugar, white rice, soda, sweets","Magnesium, Antioxidants, Vitamin C","Caffeine, Carbohydrates","Caffeine: 100 mg, Carbohydrates: 100 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods",Antioxidants,"Alcohol, Saturated Fat","Alcohol: 100 g, Saturated Fat: 20 g"
Prediabetes - Stage 3,"sugar, white rice, soda, sweets","Vitamin C, Fiber","Fat, Caffeine, Sodium, Cholesterol","Fat: 100 g, Caffeine: 100 mg, Sodium: 2300 mg, Cholesterol: 300 mg"
Polycystic Ovary Syndrome,"red meat, fried food, sugar",Omega-3,"Saturated Fat, Sodium, Caffeine, Alcohol","Saturated Fat: 20 g, Sodium: 2300 mg, Caffeine: 100 mg, Alcohol: 100 g"
Hypertension,"salt, pickles, canned soup, bacon","Potassium, Fiber","Saturated Fat, Carbohydrates, Cholesterol, Sodium","Saturated Fat: 20 g, Carbohydrates: 100 g, Cholesterol: 300 mg, Sodium: 2300 mg"
Metabolic Syndrome - Stage 3,"red meat, fried food, sugar","Fiber, Magnesium, Antioxidants","Fat, Cholesterol, Saturated Fat","Fat: 100 g, Cholesterol: 300 mg, Saturated Fat: 20 g"
Obesity,"junk food, soda, sweets, fried items",Potassium,"Carbohydrates, Fat, Alcohol","Carbohydrates: 100 g, Fat: 100 g, Alcohol: 100 g"
Fatty Liver Disease,"alcohol, fried foods, red meat","Magnesium, Potassium","Sugar, Sodium, Fat","Sugar: 36 g, Sodium: 2300 mg, Fat: 100 g"
Celiac Disease - Stage 3,"wheat, barley, rye","Fiber, Omega-3",Cholesterol,Cholesterol: 300 mg
Migraine - Stage 3,"red meat, fried food, sugar","Potassium, Vitamin C","Sodium, Calories, Saturated Fat","Sodium: 2300 mg, Calories: 800 kcal, Saturated Fat: 20 g"
Prediabetes - Stage 2,"sugar, white rice, soda, sweets","Omega-3, Fiber, Magnesium","Calories, Carbohydrates, Cholesterol, Sugar","Calories: 800 kcal, Carbohydrates: 100 g, Cholesterol: 300 mg, Sugar: 36 g"
Type 2 Diabetes - Stage 3,"sugar, white rice, soda, sweets","Magnesium, Potassium, Antioxidants","Cholesterol, Carbohydrates, Sodium, Caffeine","Cholesterol: 300 mg, Carbohydrates: 100 g, Sodium: 2300 mg, Caffeine: 100 mg"
Sleep Apnea,"red meat, fried food, sugar","Fiber, Antioxidants, Magnesium",Caffeine,Caffeine: 100 mg
Atherosclerosis - Stage 2,"red meat, fried food, sugar",Omega-3,"Cholesterol, Saturated Fat, Carbohydrates","Cholesterol: 300 mg, Saturated Fat: 20 g, Carbohydrates: 100 g"
Irritable Bowel Syndrome,"red meat, fried food, sugar",Magnesium,"Sodium, Cholesterol, Fat, Sugar","Sodium: 2300 mg, Cholesterol: 300 mg, Fat: 100 g, Sugar: 36 g"
Sleep Apnea - Stage 3,"red meat, fried food, sugar","Omega-3, Fiber, Potassium","Sugar, Caffeine, Fat","Sugar: 36 g, Caffeine: 100 mg, Fat: 100 g"
Chronic Kidney Disease - Stage 2,"red meat, sodium, potassium-rich foods","Fiber, Omega-3","Sodium, Caffeine, Calories","Sodium: 2300 mg, Caffeine: 100 mg, Calories: 800 kcal"
Celiac Disease - Stage 2,"wheat, barley, rye","Magnesium, Potassium, Omega-3","Alcohol, Carbohydrates, Saturated Fat, Calories","Alcohol: 100 g, Carbohydrates: 100 g, Saturated Fat: 20 g, Calories: 800 kcal"
Obesity,"junk food, soda, sweets, fried items","Omega-3, Potassium, Antioxidants",Sugar,Sugar: 36 g
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Potassium, Antioxidants, Fiber",Saturated Fat,Saturated Fat: 20 g
Prediabetes,"sugar, white rice, soda, sweets",Antioxidants,"Caffeine, Calories, Sodium","Caffeine: 100 mg, Calories: 800 kcal, Sodium: 2300 mg"
Fatty Liver Disease,"alcohol, fried foods, red meat",Omega-3,Carbohydrates,Carbohydrates: 100 g
Prediabetes,"sugar, white rice, soda, sweets",Vitamin C,"Sodium, Alcohol, Calories, Cholesterol","Sodium: 2300 mg, Alcohol: 100 g, Calories: 800 kcal, Cholesterol: 300 mg"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Potassium, Omega-3, Vitamin C","Fat, Alcohol","Fat: 100 g, Alcohol: 100 g"
Metabolic Syndrome - Stage 2,"red meat, fried food, sugar","Potassium, Fiber","Cholesterol, Sugar","Cholesterol: 300 mg, Sugar: 36 g"
Hypertension,"salt, pickles, canned soup, bacon","Potassium, Magnesium","Alcohol, Sodium, Calories, Cholesterol","Alcohol: 100 g, Sodium: 2300 mg, Calories: 800 kcal, Cholesterol: 300 mg"
Celiac Disease - Stage 3,"wheat, barley, rye","Fiber, Magnesium, Potassium",Cholesterol,Cholesterol: 300 mg
Hyperlipidemia,"red meat, fried food, sugar","Fiber, Antioxidants",Saturated Fat,Saturated Fat: 20 g
Prediabetes - Stage 2,"sugar, white rice, soda, sweets","Omega-3, Antioxidants","Saturated Fat, Carbohydrates","Saturated Fat: 20 g, Carbohydrates: 100 g"
Gout - Stage 1,"mutton, chicken, alcohol, organ meats","Omega-3, Magnesium, Vitamin C","Calories, Sodium, Saturated Fat","Calories: 800 kcal, Sodium: 2300 mg, Saturated Fat: 20 g"
Metabolic Syndrome - Stage 2,"red meat, fried food, sugar","Potassium, Fiber","Cholesterol, Sodium, Fat","Cholesterol: 300 mg, Sodium: 2300 mg, Fat: 100 g"
Chronic Kidney Disease - Stage 2,"red meat, sodium, potassium-rich foods","Fiber, Magnesium, Vitamin C",Calories,Calories: 800 kcal
GERD,"red meat, fried food, sugar",Potassium,"Sodium, Alcohol, Saturated Fat","Sodium: 2300 mg, Alcohol: 100 g, Saturated Fat: 20 g"
Type 2 Diabetes,"sugar, white rice, soda, sweets","Fiber, Potassium","Calories, Carbohydrates","Calories: 800 kcal, Carbohydrates: 100 g"
Heart Failure - Stage 1,"trans fats, red meat, sugary foods",Vitamin C,Saturated Fat,Saturated Fat: 20 g
Atherosclerosis - Stage 1,"red meat, fried food, sugar","Vitamin C, Magnesium","Alcohol, Saturated Fat, Cholesterol, Fat","Alcohol: 100 g, Saturated Fat: 20 g, Cholesterol: 300 mg, Fat: 100 g"
Gout - Stage 2,"mutton, chicken, alcohol, organ meats",Potassium,"Carbohydrates, Calories, Cholesterol","Carbohydrates: 100 g, Calories: 800 kcal, Cholesterol: 300 mg"
GERD,"red meat, fried food, sugar",Magnesium,"Carbohydrates, Cholesterol, Saturated Fat","Carbohydrates: 100 g, Cholesterol: 300 mg, Saturated Fat: 20 g"
GERD,"red meat, fried food, sugar","Magnesium, Fiber",Fat,Fat: 100 g
Celiac Disease,"wheat, barley, rye","Fiber, Omega-3",Saturated Fat,Saturated Fat: 20 g
Hypothyroidism,"red meat, fried food, sugar","Omega-3, Magnesium",Alcohol,Alcohol: 100 g
Irritable Bowel Syndrome,"red meat, fried food, sugar",Antioxidants,"Fat, Saturated Fat, Alcohol, Sodium","Fat: 100 g, Saturated Fat: 20 g, Alcohol: 100 g, Sodium: 2300 mg"
Atherosclerosis,"red meat, fried food, sugar",Potassium,"Cholesterol, Caffeine, Fat, Alcohol","Cholesterol: 300 mg, Caffeine: 100 mg, Fat: 100 g, Alcohol: 100 g"
Sleep Apnea,"red meat, fried food, sugar","Magnesium, Potassium","Sodium, Alcohol, Fat","Sodium: 2300 mg, Alcohol: 100 g, Fat: 100 g"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Omega-3, Potassium, Fiber","Saturated Fat, Calories, Cholesterol","Saturated Fat: 20 g, Calories: 800 kcal, Cholesterol: 300 mg"
Heart Failure,"trans fats, red meat, sugary foods","Potassium, Vitamin C, Antioxidants","Caffeine, Saturated Fat, Carbohydrates, Fat","Caffeine: 100 mg, Saturated Fat: 20 g, Carbohydrates: 100 g, Fat: 100 g"
Type 2 Diabetes - Stage 1,"sugar, white rice, soda, sweets","Antioxidants, Potassium, Omega-3","Saturated Fat, Caffeine, Sugar","Saturated Fat: 20 g, Caffeine: 100 mg, Sugar: 36 g"
Liver Cirrhosis - Stage 3,"alcohol, fried foods, red meat","Antioxidants, Vitamin C",Fat,Fat: 100 g
Heart Failure - Stage 2,"trans fats, red meat, sugary foods","Fiber, Vitamin C","Sodium, Fat, Alcohol, Saturated Fat","Sodium: 2300 mg, Fat: 100 g, Alcohol: 100 g, Saturated Fat: 20 g"
Metabolic Syndrome - Stage 1,"red meat, fried food, sugar","Magnesium, Vitamin C","Caffeine, Fat, Alcohol","Caffeine: 100 mg, Fat: 100 g, Alcohol: 100 g"
Obesity,"junk food, soda, sweets, fried items","Magnesium, Potassium, Omega-3","Sugar, Caffeine, Calories, Alcohol","Sugar: 36 g, Caffeine: 100 mg, Calories: 800 kcal, Alcohol: 100 g"
Celiac Disease,"wheat, barley, rye","Potassium, Vitamin C, Fiber","Caffeine, Sugar, Saturated Fat, Sodium","Caffeine: 100 mg, Sugar: 36 g, Saturated Fat: 20 g, Sodium: 2300 mg"
Hyperlipidemia,"red meat, fried food, sugar","Fiber, Antioxidants, Omega-3",Fat,Fat: 100 g
Sleep Apnea,"red meat, fried food, sugar","Omega-3, Magnesium","Carbohydrates, Caffeine","Carbohydrates: 100 g, Caffeine: 100 mg"
Sleep Apnea,"red meat, fried food, sugar",Fiber,"Sugar, Saturated Fat","Sugar: 36 g, Saturated Fat: 20 g"
Hypertension,"salt, pickles, canned soup, bacon",Magnesium,"Saturated Fat, Calories, Sodium, Alcohol","Saturated Fat: 20 g, Calories: 800 kcal, Sodium: 2300 mg, Alcohol: 100 g"
Hyperlipidemia,"red meat, fried food, sugar",Fiber,"Alcohol, Calories, Sugar, Carbohydrates","Alcohol: 100 g, Calories: 800 kcal, Sugar: 36 g, Carbohydrates: 100 g"
Hypertension - Stage 1,"salt, pickles, canned soup, bacon",Omega-3,"Sodium, Alcohol, Saturated Fat, Caffeine","Sodium: 2300 mg, Alcohol: 100 g, Saturated Fat: 20 g, Caffeine: 100 mg"
Type 2 Diabetes - Stage 3,"sugar, white rice, soda, sweets",Omega-3,Sodium,Sodium: 2300 mg
Hypertension - Stage 3,"salt, pickles, canned soup, bacon",Omega-3,"Sugar, Sodium, Saturated Fat, Caffeine","Sugar: 36 g, Sodium: 2300 mg, Saturated Fat: 20 g, Caffeine: 100 mg"
Migraine,"red meat, fried food, sugar","Potassium, Antioxidants","Saturated Fat, Sodium, Sugar","Saturated Fat: 20 g, Sodium: 2300 mg, Sugar: 36 g"
Sleep Apnea - Stage 1,"red meat, fried food, sugar","Omega-3, Antioxidants, Vitamin C",Sodium,Sodium: 2300 mg
Sleep Apnea,"red meat, fried food, sugar","Fiber, Omega-3, Antioxidants","Sodium, Cholesterol","Sodium: 2300 mg, Cholesterol: 300 mg"
Hypothyroidism,"red meat, fried food, sugar","Potassium, Antioxidants","Carbohydrates, Saturated Fat, Sodium, Caffeine","Carbohydrates: 100 g, Saturated Fat: 20 g, Sodium: 2300 mg, Caffeine: 100 mg"
Atherosclerosis,"red meat, fried food, sugar",Potassium,"Alcohol, Calories, Sodium","Alcohol: 100 g, Calories: 800 kcal, Sodium: 2300 mg"
Prediabetes,"sugar, white rice, soda, sweets","Fiber, Magnesium, Potassium","Sodium, Sugar, Calories","Sodium: 2300 mg, Sugar: 36 g, Calories: 800 kcal"
Prediabetes - Stage 1,"sugar, white rice, soda, sweets","Magnesium, Vitamin C, Potassium",Alcohol,Alcohol: 100 g
Hypertension - Stage 2,"salt, pickles, canned soup, bacon","Magnesium, Vitamin C","Cholesterol, Calories, Saturated Fat","Cholesterol: 300 mg, Calories: 800 kcal, Saturated Fat: 20 g"
Gout,"mutton, chicken, alcohol, organ meats",Potassium,"Sugar, Carbohydrates, Calories, Fat","Sugar: 36 g, Carbohydrates: 100 g, Calories: 800 kcal, Fat: 100 g"
Irritable Bowel Syndrome - Stage 3,"red meat, fried food, sugar",Fiber,Caffeine,Caffeine: 100 mg
Metabolic Syndrome,"red meat, fried food, sugar","Omega-3, Antioxidants","Saturated Fat, Fat","Saturated Fat: 20 g, Fat: 100 g"
Hypertension - Stage 3,"salt, pickles, canned soup, bacon",Vitamin C,"Fat, Cholesterol","Fat: 100 g, Cholesterol: 300 mg"
Migraine,"red meat, fried food, sugar","Omega-3, Potassium",Sugar,Sugar: 36 g
Prediabetes - Stage 2,"sugar, white rice, soda, sweets","Antioxidants, Vitamin C, Fiber","Saturated Fat, Cholesterol","Saturated Fat: 20 g, Cholesterol: 300 mg"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Fiber, Antioxidants, Vitamin C",Carbohydrates,Carbohydrates: 100 g
Metabolic Syndrome,"red meat, fried food, sugar","Vitamin C, Magnesium",Calories,Calories: 800 kcal
Irritable Bowel Syndrome - Stage 2,"red meat, fried food, sugar","Magnesium, Fiber","Fat, Sodium, Cholesterol, Alcohol","Fat: 100 g, Sodium: 2300 mg, Cholesterol: 300 mg, Alcohol: 100 g"
Irritable Bowel Syndrome,"red meat, fried food, sugar","Omega-3, Antioxidants","Alcohol, Saturated Fat","Alcohol: 100 g, Saturated Fat: 20 g"
Metabolic Syndrome - Stage 1,"red meat, fried food, sugar","Magnesium, Omega-3, Fiber",Carbohydrates,Carbohydrates: 100 g
Hypertension - Stage 1,"salt, pickles, canned soup, bacon","Vitamin C, Omega-3, Antioxidants",Carbohydrates,Carbohydrates: 100 g
Obesity,"junk food, soda, sweets, fried items",Omega-3,Caffeine,Caffeine: 100 mg
